date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-03-15,,,,,,,,
2026-03-16,1.8149264044214035,1.8149264044214035,,,,,,
2026-03-17,0.0039533895373545,0.0039533895373545,,,,,,
2026-03-18,-0.0118181090732327,-0.0118181090732327,,,,,,
2026-03-19,0.0,0.0,,,,,,
2026-03-20,0.2034849204110436,0.2034849204110436,,,,,,
2026-03-21,0.0,0.0,,,,,,
2026-03-22,0.0,0.0,2.022891278274805,2.022891278274805,,,,
2026-03-23,2.137946763105594,2.137946763105594,2.353916921659133,2.353916921659133,,,,
2026-03-24,0.0866178332400817,0.0866178332400817,0.3257610508309622,0.3257610508309622,,,,
2026-03-25,1.9526658041558151,1.9526658041558151,2.292861046449561,2.292861046449561,,,,
2026-03-26,0.2828281025231482,0.2828281025231482,0.5493189755818182,0.5493189755818182,,,,
2026-03-27,2.2684597145880216,2.2684597145880216,2.7972264376095253,2.7972264376095253,,,,
2026-03-28,-0.0963108624528845,-0.0963108624528845,0.2103425771803425,0.2103425771803425,,,,
2026-03-29,0.0898862958445385,0.0898862958445386,0.3008733331106391,0.3008733331106391,,,,
2026-03-30,-0.0154409265600589,-0.0154409265600589,0.1150285156760594,0.1150285156760594,2.085940732752399,2.085940732752399,,
2026-03-31,0.0743048695491268,0.0743048695491268,0.2032333834931544,0.2032333834931544,0.2855838538789519,0.2855838538789519,,
2026-04-01,-0.0996276094822988,-0.0996276094822988,-0.1393750658538426,-0.1393750658538426,0.0456592804896478,0.0456592804896478,,
2026-04-02,0.3068111964933123,0.3068111964933123,0.0867616896575073,0.0867616896575073,0.2267350407046492,0.2267350407046492,,
2026-04-03,1.991515074969902,1.991515074969902,-0.226725500212977,-0.226725500212977,2.195009992041737,2.195009992041737,,
2026-04-04,-0.0375549882518941,-0.0375549882518941,-0.1670453076533419,-0.1670453076533419,-0.0899820805751225,-0.0899820805751225,,
2026-04-05,2.4718540726667237,2.4718540726667237,2.3493062541651546,2.3493062541651546,2.478172127282956,2.478172127282956,,
2026-04-06,0.0,0.0,2.37776913651359,2.37776913651359,2.4792681786439834,2.4792681786439834,,
2026-04-07,,,4.538038509690941,4.538038509690941,4.686667055993624,4.686667055993624,,
2026-04-08,1.2796065751711845,1.2796065751711845,5.774158761906094,5.774158761906095,4.526186295964737,4.526186295964737,,
2026-04-09,2.0891782336818694,2.0891782336818694,6.411691468070632,6.411691468070632,6.560031278349004,6.560031278349004,,
2026-04-10,-0.016410206568014,-0.016410206568014,4.345147533631428,4.345147533631428,4.362937157623731,4.362937157623731,,
2026-04-11,0.1912920420529836,0.1912920420529836,4.610109607153534,4.610109607153534,4.517016545552249,4.517016545552249,,
2026-04-12,0.004604998243675,0.004604998243675,4.519988907454889,4.519988907454889,4.603262150082125,4.603262150082125,,
2026-04-13,2.0653259198995837,2.0653259198995837,4.501798033769822,4.501798033769822,6.776999401995135,6.776999401995136,,
2026-04-14,4.719754258111878,4.719754258111878,6.880022394111499,6.880022394111499,10.190633312401332,10.190633312401332,10.45472757907496,10.45472757907496
2026-04-15,-0.0129197882198935,-0.0129197882198935,3.887669041912489,3.887669041912489,8.431976152865921,8.431976152865921,8.567799206804594,8.567799206804594
2026-04-16,0.2968036164833353,0.2968036164833353,1.977846694505827,1.977846694505827,8.964295106915163,8.964295106915163,8.897150769858714,8.897150769858714
2026-04-17,-0.0706748473494463,-0.0706748473494463,1.8440079956648112,1.8440079956648112,6.3369997897802,6.3369997897802,6.659618447529728,6.659618447529727
2026-04-18,2.436488101983211,2.436488101983211,3.893313337155338,3.893313337155338,6.455269821685272,6.455269821685272,9.024093646918557,9.024093646918557
2026-04-19,-0.0647304446019563,-0.0647304446019563,1.657708123715872,1.657708123715872,6.422856477796452,6.422856477796452,6.62940370602839,6.62940370602839
2026-04-20,2.19879594629026,2.19879594629026,2.1187957732298863,2.1187957732298863,6.4107239139500445,6.410723913950045,8.96845617319474,8.96845617319474
2026-04-21,-0.0052992854850042,-0.0052992854850042,0.2570160456479657,0.2570160456479657,6.416782756012134,6.416782756012134,8.981558871167739,8.981558871167739
2026-04-22,0.0010835506301821,0.0010835506301821,0.5093435040711703,0.5093435040711703,4.207895313919521,4.207895313919521,6.6698183557782675,6.669818355778267
2026-04-23,-0.0099204330520696,-0.0099204330520696,0.2844742240025162,0.2844742240025162,1.962118332202528,1.962118332202528,6.75046309303116,6.75046309303116
2026-04-24,-0.0019437322656496,-0.0019437322656496,0.3540363893351302,0.3540363893351302,1.9640888166116135,1.9640888166116135,6.645869771613687,6.645869771613687
