ID,Product Name,Price
1,APTAMIL DEVAM SUTU 350 GR 2,"495,50"
2,APTAMIL DEVAM SUTU 350 GR 3,"495,50"
3,APTAMIL DEVAM SUTU 350 GR 4,"495,50"
4,APTAMIL DEVAM SUTU 800 GR 1,"999,90"
5,APTAMIL DEVAM SUTU 800 GR 2,"999,90"
6,APTAMIL DEVAM SUTU 800 GR 3,"999,90"
7,ARI MAMA 7 TAHILLI GECE 200 GR,"47,90"
8,ARI MAMA 7 TAHILLI GECE 500GR,"134,90"
9,ARI MAMA BALLI IRMIKLI 200 GR,"47,90"
10,ARI MAMA MUZLU 200 GR,"47,90"
11,ARI MAMA SUTLU 200 GR,"47,90"
12,ARI MAMA SUTLU 500GR,"134,90"
13,BASAK PIRINC UNU 250GR,"27,90"
14,BEBELAC GOLD 1 350 GR,"375,50"
15,BEBELAC GOLD 2 350 GR,"375,50"
16,BEBELAC GOLD 3 350 GR,"375,50"
17,BELUX ISLAK HAVLU 120LI,"26,50"
18,DALIN BABY KOLONYA BICI BICI 150ML,"79,00"
19,DALIN BEBE SABUNU 100GR,"39,00"
20,DALIN BEBE SABUNU 100GR,"0,00"
21,DALIN ISLAK HAVLU 3 LU,"95,00"
22,DALIN ISLAK HAVLU 56 LI,"32,90"
23,DALIN KOLAY TARAMA SPRAYI 200ML,"149,00"
24,DALIN KULAK CUBUGU 56LI,"79,00"
25,DALIN SAMPUAN 100ML,"35,00"
26,DALIN SAMPUAN 200ML,"59,00"
27,DALIN SAMPUAN 200ML KOLAY TARAMA,"59,00"
28,DALIN SAMPUAN 700 ML,"140,00"
29,DALIN SAMPUAN 700+200ML,"134,90"
30,DALIN SIVI DETERJANI 1500ML,"260,00"
31,DALIN VAZELIN 100 ML,"140,00"
32,ETI CICIBEBE 172GR,"47,00"
33,ETI CICIBEBE 400GR,"87,00"
34,HERO BABY 120GR PREBIYOTIKLI MUZLU YOGURTLU,"24,90"
35,HERO BABY 125GR KARISIK MEYVELI,"29,90"
36,HERO BABY 125GR MUZ MANDALINA ARMUT,"29,90"
37,HERO BABY ORGANIK KARISIK MEYVELI 120GR,"34,90"
38,HERO BABY ORGANIK KAYISILI 120 GR,"34,90"
39,HERO BABY SUTLU TAHILLI ELMALI 200GR,"79,90"
40,HERO BABY SUTLU TAHILLI PEYN. PEKM. 200GR,"79,90"
41,JOHNSON BABY GOLD SAMPUAN 750+200ML,"159,00"
42,JOHNSON BABY ISILDAYAN PARLAKLIK  SAC SPREY 200ML,"179,00"
43,JOHNSON BABY SAMPUAN 200ML PRENS,"89,00"
44,JOHNSON BABY SAMPUAN 500 ML,"99,00"
45,JOHNSON BABY SAMPUAN 750ML,"119,00"
46,JOHNSON BABY SAMPUAN 750ML + YAG 200ML,"169,00"
47,JOHNSON BABY SAMPUAN SOZ DINLEYEN 500ML,"119,00"
48,JOHNSON BABY VAZELIN PARFUMLU 100GR,"119,00"
49,LUX CEP MENDIL 15 LI,"0,00"
50,LUX CLEUP ISLAK MENDIL 90 LI GUN FERAHLIGI,"0,00"
51,LUX MAXI BEBE TEM. PAMUGU 60 LI,"0,00"
52,MOLFIX  KULOT BEZ S.FIRSAT PAKETI MIDI 25 LI,"241,50"
53,MOLFIX FIRSAT PAKETI EXTRA LARGE 39 LU,"299,00"
54,MOLFIX FIRSAT PAKETI JUNIOR 48 LI,"299,00"
55,MOLFIX FIRSAT PAKETI JUNIOR PLUS 44 LU,"299,00"
56,MOLFIX FIRSAT PAKETI MAXI 60 LI,"299,00"
57,MOLFIX FIRSAT PAKETI MAXI PLUS 52 LI,"299,00"
58,MOLFIX FIRSAT PAKETI MIDI 72 LI,"299,00"
59,MOLFIX JUMBO JUNIOR 24 LU,"109,90"
60,MOLFIX S.FIRSAT PURE&SOFT YENIDOGAN 92 LI,"299,00"
61,PRIMA AKTIF BABY FIRSAT PAKETI MINI 72 LI,"425,00"
62,SLEEPY ISLAK HAVLU ANTIBAKTERIYEL 50 LI,"34,90"
63,SLEEPY ISLAK HAVLU DOGAL ORGANIK 50 LI,"34,90"
64,SLEEPY ISLAK HAVLU ROSE 90LI,"34,50"
65,SLEEPY ISLAK HAVLU SENSITIVE 90'LI,"34,50"
66,SLEEPY ISLAK HAVLU ZEYTINYAGLI PAMUKSU 90 LI,"34,50"
67,SLEEPY SENSITIVE BEBEK BAKIM ORTUSU 10 LU,"139,00"
68,SLEEPY SENSITIVE BEZ IKILI JUMBO NEWBORN 80 AD,"169,90"
